,wellLon,wellLat,eqLon,eqLat,eqNr,mag,M0Synt,syntLoc,geometry
6063,-120.19527,55.61946,-120.19907927851077,55.619639653013536,1,2.4306462158995585,4425571114816.549,"55 37m 10.7028s N, 120 11m 56.6854s W",POINT (676373.631719412 6167306.921623223)
6117,-122.09863,56.83246,-122.08186699535663,56.82085973668544,3,2.2821181492873515,2649581141034.058,"56 49m 15.0951s N, 122 4m 54.7212s W",POINT (556041.3859115734 6297820.973338175)
6169,-120.21439,55.94013,-120.2172627084667,55.939335358159006,38,2.298587660199199,2804668199388.6694,"55 56m 21.6073s N, 120 13m 2.14575s W",POINT (673799.5597456355 6202825.419499593)
6182,-122.04075,56.25673000000001,-122.04339214677596,56.24962791477227,7,2.835555758903125,17919819809512.656,"56 14m 58.6605s N, 122 2m 36.2117s W",POINT (559275.3578991343 6234274.512749533)
6184,-122.28081,56.82636,-122.28446516552636,56.8541074552348,3,2.970358586343595,28545514792139.363,"56 51m 14.7868s N, 122 17m 4.0746s W",POINT (543636.716924922 6301374.179078919)
6191,-120.95183,56.09701,-120.95293166473196,56.10095596156418,4,2.315160375653324,2969891363865.6724,"56 6m 3.44146s N, 120 57m 10.554s W",POINT (627327.9401172505 6219204.091636714)
6200,-120.68683,56.03641999999999,-120.66670500847285,56.05530038275726,3,2.618833112288185,8477146106444.797,"56 3m 19.0814s N, 120 40m 0.138031s W",POINT (645299.544418579 6214689.308208109)
6201,-120.43252,55.75353000000001,-120.43906429945918,55.75429301825192,0,4.4392772157946485,4559485340225461.0,"55 45m 15.4549s N, 120 26m 20.6315s W",POINT (660712.2052275008 6181703.403106793)
6208,-122.67457,57.12944,-122.66201827756096,57.13477965084209,9,2.877579091983987,20718992727839.93,"57 8m 5.20674s N, 122 39m 43.2658s W",POINT (520457.3422957938 6332439.8055767445)
6233,-120.58506,56.04239000000001,-120.58552206505615,56.04263855321765,1,2.3907337619713367,3855676983757.678,"56 2m 33.4988s N, 120 35m 7.87943s W",POINT (650403.156888926 6213454.36311068)
6235,-122.3912,57.33917,-122.39761034751028,57.33038704132581,2,2.4146465112407505,4187644120804.2495,"57 19m 49.3933s N, 122 23m 51.3973s W",POINT (536268.7166721683 6354324.537687138)
6260,-122.83618,57.43396,-122.85889875351056,57.4412376805532,4,2.5798916874565827,7410329702873.276,"57 26m 28.4556s N, 122 51m 32.0355s W",POINT (508469.8970222428 6366512.968656118)
6278,-120.36202,56.00129,-120.37154853531548,56.0145628223907,0,2.2703545649474277,2544086347695.959,"56 0m 52.4262s N, 120 22m 17.5747s W",POINT (663847.5864375535 6210817.55937472)
6282,-122.33017,57.01108000000001,-122.2834039461682,56.99831483555828,8,2.860784389688546,19551342535540.81,"56 59m 53.9334s N, 122 17m 0.254206s W",POINT (543533.1951847505 6317426.650976433)
6291,-120.43252,55.75353000000001,-120.42378133656892,55.74909090909125,27,3.1546240566846144,53943122876028.56,"55 44m 56.7273s N, 120 25m 25.6128s W",POINT (661692.5801428703 6181160.217331816)
6292,-122.09863,56.83246,-122.09864034680892,56.83152854390982,2,2.7735730923715955,14466372328198.67,"56 49m 53.5028s N, 122 5m 55.1052s W",POINT (555001.9632061907 6298994.876431523)
6297,-122.70453,57.37299,-122.71054750282003,57.37460970450012,10,2.4938425780902747,5505082948423.42,"57 22m 28.5949s N, 122 42m 37.971s W",POINT (517406.5373933248 6359124.008608028)
6317,-122.33543,56.9756,-122.32099896258218,56.98023877089225,19,3.091996720649679,43450530273036.32,"56 58m 48.8596s N, 122 19m 15.5963s W",POINT (541269.3397870134 6315391.240527711)
6320,-121.22093999999998,56.4921,-121.1979349193273,56.49807012149307,6,3.4600487290711537,154907731326812.56,"56 29m 53.0524s N, 121 11m 52.5657s W",POINT (610934.0150724154 6262970.604925633)
6353,-120.68576000000002,55.94439000000001,-120.6830909985006,55.9453720038696,13,2.785014930530514,15049511244604.318,"55 56m 43.3392s N, 120 40m 59.1276s W",POINT (644689.6235640149 6202423.958311574)
6360,-121.9916,56.81688000000001,-121.99034822229602,56.8160343422568,6,2.706756064561876,11485081909289.623,"56 48m 57.7236s N, 121 59m 25.2536s W",POINT (561635.2479707864 6297362.541321409)
6374,-122.14061,56.95516,-122.14077244102054,56.95691240724886,2,2.423857819352546,4323014866389.0015,"56 57m 24.8847s N, 122 8m 26.7808s W",POINT (552255.7649136678 6312918.087103696)
6382,-120.03411,55.59756,-120.02973864765914,55.595927225076,10,2.620767078623216,8533960295001.163,"55 35m 45.338s N, 120 1m 47.0591s W",POINT (687146.5647240129 6165112.7038503885)
6390,-120.35193999999998,55.93343,-120.3523262528476,55.93492388143844,27,2.28615790333096,2686809374981.284,"55 56m 5.72597s N, 120 21m 8.37451s W",POINT (665385.0829395992 6202003.300167712)
6394,-120.69066,56.03532,-120.68839168152024,56.03607889240023,0,2.3757043124866195,3660635345292.242,"56 2m 9.88401s N, 120 41m 18.2101s W",POINT (644020.9539666243 6212505.219426991)
6418,-122.67457,57.12944,-122.6958497438003,57.12475275475114,13,2.535892326782196,6365587469753.196,"57 7m 29.1099s N, 122 41m 45.0591s W",POINT (518414.57770878053 6331314.00310332)
6440,-121.83756,56.25363,-121.83800643314646,56.243466913282816,1,2.2551859278211643,2414231386564.9683,"56 14m 36.4809s N, 121 50m 16.8232s W",POINT (572012.8572898206 6233784.486688404)
6486,-119.59647,55.70976,-119.61687549472676,55.71666272429141,6,3.259658536632801,77533217161630.88,"55 42m 59.9858s N, 119 37m 0.751781s W",POINT (712494.0366823995 6179731.697672312)
6497,-120.32378,55.91574,-120.32823736700908,55.91551844724852,1,3.663380810024572,312659201953012.56,"55 54m 55.8664s N, 120 19m 41.6545s W",POINT (666972.8205329436 6199902.317254666)
6575,-122.24379,56.87366,-122.24242134290093,56.87385738587275,3,2.5193091378100005,6011235004688.74,"56 52m 25.8866s N, 122 14m 32.7168s W",POINT (546176.3493899698 6303600.122719471)
6583,-121.94162,56.74736,-121.94601870071337,56.74758007111863,12,2.41284548946145,4161675695628.804,"56 44m 51.2883s N, 121 56m 45.6673s W",POINT (564458.539284222 6289784.102861051)
6590,-120.6372,56.02683,-120.63996579118654,56.02091599682725,5,2.81131781327568,16480740451701.08,"56 1m 15.2976s N, 120 38m 23.8768s W",POINT (647095.0773487479 6210920.2099691825)
6596,-122.11357,56.82386999999999,-122.12631308148016,56.82293450811464,11,2.5040594833203675,5702814234867.937,"56 49m 22.5642s N, 122 7m 34.7271s W",POINT (553325.6058738393 6298016.403419088)
6617,-119.85125,55.83434000000001,-119.8507123018464,55.83378548046146,1,2.2637268447432053,2486510326006.967,"55 50m 1.62773s N, 119 51m 2.56429s W",POINT (697219.683138418 6192067.14231572)
6639,-122.13651000000002,57.25301999999999,-122.071761625401,57.24962888722823,29,2.5767291466233835,7329826923640.356,"57 14m 58.664s N, 122 4m 18.3419s W",POINT (556009.4016708658 6345555.590331202)
6656,-122.77648,57.58883,-122.774295606908,57.59224235134344,2,3.1480927041808564,52739870159973.31,"57 35m 32.0725s N, 122 46m 27.4642s W",POINT (513492.5075388375 6383337.141477977)
6659,-120.70632,55.91082,-120.72045603274596,55.91113734216445,1,2.909612111983717,23142920739833.816,"55 54m 40.0944s N, 120 43m 13.6417s W",POINT (642482.2585428327 6198537.327455408)
6681,-122.05623,57.07607,-122.05220503138334,57.07337446875329,2,3.052024251825696,37847428546984.61,"57 4m 24.1481s N, 122 3m 7.93811s W",POINT (557462.0993296333 6325952.615323916)
6692,-122.11357,56.82386999999999,-122.10387827519588,56.82090856173238,5,2.446068170629068,4667692696070.611,"56 49m 15.2708s N, 122 6m 13.9618s W",POINT (554697.8254838807 6297808.603678649)
6721,-120.58976,55.91716,-120.55926341709888,55.90366063558732,36,2.731550298800132,12511962906802.508,"55 54m 13.1783s N, 120 33m 33.3483s W",POINT (652584.7312388133 6198049.313649664)
6738,-122.01324,56.98979,-122.01351988244028,56.98889136653515,4,2.754503156036227,13544242910136.045,"56 59m 20.0089s N, 122 0m 48.6716s W",POINT (559943.2247233451 6316582.103072814)
6741,-119.31699,55.73611,-119.32093366303783,55.736615701369765,6,2.712374301229005,11710122866101.822,"55 44m 11.8165s N, 119 19m 15.3612s W",POINT (730955.2652954527 6182897.923096616)
6756,-120.72502,55.76648,-120.71486970020408,55.76487178976947,16,2.7918098020638515,15406880110565.494,"55 45m 53.5384s N, 120 42m 53.5309s W",POINT (643368.7031960934 6182275.09985245)
6834,-120.68152,55.78137,-120.64825083613572,55.79520887624894,0,2.3444263404000822,3285787783646.6084,"55 47m 42.752s N, 120 38m 53.703s W",POINT (647432.8894993343 6185790.241315554)
6835,-120.6372,56.02683,-120.65480032039672,56.037033548671374,21,2.410854528913174,4133155961562.248,"56 2m 13.3208s N, 120 39m 17.2812s W",POINT (646109.7646366162 6212682.001176181)
6882,-122.16772,56.37948000000001,-122.16831978775214,56.3785330768336,8,2.433353610721314,4467148770074.286,"56 22m 42.7191s N, 122 10m 5.95124s W",POINT (551361.2523862026 6248521.011222684)
6886,-120.92641,56.06819,-120.92295181503152,56.06836172939523,11,3.0891936721835744,43031898636482.055,"56 4m 6.10223s N, 120 55m 22.6265s W",POINT (629301.5400399195 6215633.00967492)
6890,-122.38739,57.067780000000006,-122.39131034580768,57.06786592505234,6,2.723715146161094,12177908854105.297,"57 4m 4.31733s N, 122 23m 28.7172s W",POINT (536908.9854094957 6325105.033167499)
6900,-120.89845,56.06971,-120.8926331355971,56.06369404581093,35,2.261831735190052,2470288080158.517,"56 3m 49.2986s N, 120 53m 33.4793s W",POINT (631204.493278999 6215170.835416882)
6913,-121.20783,56.01416,-121.16783693702769,56.016717086011575,7,3.539208979751931,203616735181059.03,"56 1m 0.18151s N, 121 10m 4.21297s W",POINT (614211.3840202427 6209454.556934964)
6920,-122.23023,56.54456,-122.2222646553087,56.54120565132025,5,3.629707774393201,278331052317148.0,"56 32m 28.3403s N, 122 13m 20.1528s W",POINT (547825.0545136024 6266587.770751695)
6950,-122.28728,56.90566999999999,-122.2933006200647,56.89717787481092,9,2.6114373011472662,8263346265495.839,"56 53m 49.8403s N, 122 17m 35.8822s W",POINT (543048.3749807993 6306162.734875734)
6959,-122.06787,56.22634,-122.06873960861893,56.22643885846498,27,3.675673715680315,326219992590001.9,"56 13m 35.1799s N, 122 4m 7.46259s W",POINT (557739.6551425847 6231672.147533142)
6973,-122.00159,56.35776,-122.00771264240215,56.351903357874725,15,3.1779408930023885,58467071240626.75,"56 21m 6.85209s N, 122 0m 27.7655s W",POINT (561322.097417057 6245688.660635798)
6976,-122.83618,57.43396,-122.83339280112727,57.44926961593317,9,2.343320749646334,3273264681380.946,"57 26m 57.3706s N, 122 50m 0.214084s W",POINT (509998.7519066263 6367410.573578282)
6980,-122.63447,57.17594,-122.6532614972582,57.16265359198036,1,2.7310024247469515,12488309032297.717,"57 9m 45.5529s N, 122 39m 11.7414s W",POINT (520971.5947736367 6335545.313587056)
7007,-120.56294,55.97462,-120.563672718178,55.97489271749508,17,2.5868455408220203,7590463762201.423,"55 58m 29.6138s N, 120 33m 49.2218s W",POINT (652029.7919327107 6205964.784817003)
7021,-120.68652,55.93469,-120.68407693256852,55.920870040813526,10,2.31219509498117,2939629807817.6367,"55 55m 15.1321s N, 120 41m 2.67696s W",POINT (644719.3962391007 6199695.751992484)
7044,-122.83673,57.63819,-122.8410835278594,57.66269655202724,10,2.5119954139293585,5861288803191.396,"57 39m 45.7076s N, 122 50m 27.9007s W",POINT (509481.5871528761 6391169.235347115)
7054,-120.66406,56.01715,-120.6904153789932,56.00341341453343,25,2.589248219947605,7653715766206.954,"56 0m 12.2883s N, 120 41m 25.4954s W",POINT (644016.4492505891 6208866.517520958)
7078,-121.72618,57.15558000000001,-121.73697846533864,57.15478044641514,13,2.281334555579322,2642419912242.5767,"57 9m 17.2096s N, 121 44m 13.1225s W",POINT (576404.5186434039 6335323.120101864)
7085,-120.53405,55.92100000000001,-120.5181366713688,55.93146722115255,6,2.41630506958756,4211701703175.481,"55 55m 53.282s N, 120 31m 5.29202s W",POINT (655044.1533672349 6201234.486953237)
